Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Year_norm
BMW,X3,2015.0,Crossover,159000.0,1996.0,Diesel,1,20500.0,0.8536585365853658
BMW,3 Series,2003.0,Hatchback,190.0,1995.0,Petrol,1,2000.0,0.5609756097560976
Nissan,Other,2013.0,Hatchback,172000.0,1461.0,Diesel,0,6299.0,0.8048780487804879
Toyota,Rav 4,2019.0,Crossover,19000.0,2500.0,Hybrid,1,30000.0,0.9512195121951219
Volvo,XC90,2015.0,SUV,155000.0,1996.0,Petrol,1,27800.0,0.8536585365853658
Lexus,Other,2016.0,Hatchback,64000.0,1798.0,Hybrid,1,16000.0,0.8780487804878049
Renault,Other,2011.0,Hatchback,174000.0,1461.0,Diesel,0,4550.0,0.7560975609756098
Toyota,Auris,2010.0,Hatchback,187000.0,1400.0,Diesel,0,6500.0,0.7317073170731707
Toyota,Auris,2007.0,Hatchback,235000.0,1500.0,Diesel,0,5400.0,0.6585365853658537
Renault,Scenic,2012.0,Universal,1.0,1500.0,Diesel,0,6200.0,0.7804878048780488
BMW,7 Series,2017.0,Sedan,92000.0,2993.0,Diesel,1,45000.0,0.9024390243902439
Volkswagen,Caddy,2014.0,Minivan,180000.0,1600.0,Diesel,0,5800.0,0.8292682926829268
Opel,Corsa,2011.0,Hatchback,125000.0,1300.0,Diesel,0,3750.0,0.7560975609756098
Honda,CR-V,2013.0,Crossover,192000.0,2200.0,Diesel,1,17500.0,0.8048780487804879
Mitsubishi,Other,1995.0,Minivan,300000.0,2000.0,Metan/Propan,0,2500.0,0.36585365853658536
Volkswagen,Polo,2007.0,Hatchback,240000.0,1400.0,Diesel,0,3750.0,0.6585365853658537
Audi,A6,2018.0,Sedan,0.0,1800.0,Petrol,1,25999.0,0.926829268292683
Hyundai,Santa FE,2015.0,Crossover,161000.0,2000.0,Diesel,1,18000.0,0.8536585365853658
Mazda,Other,2014.0,Sedan,230000.0,2200.0,Diesel,1,13000.0,0.8292682926829268
Volkswagen,Caddy,2015.0,Microvan,152000.0,1600.0,Diesel,0,10300.0,0.8536585365853658
BMW,5 Series,2006.0,Sedan,312000.0,2500.0,Petrol,1,7800.0,0.6341463414634146
BMW,5 Series,2002.0,Sedan,251000.0,2499.0,Diesel,0,4650.0,0.5365853658536586
Mercedes,E Class,2019.0,Sedan,50000.0,2200.0,Diesel,1,37000.0,0.9512195121951219
Volkswagen,Golf,2009.0,Universal,180000.0,1400.0,Petrol,0,5300.0,0.7073170731707317
Toyota,Corolla,2007.0,Universal,226000.0,1400.0,Diesel,0,5500.0,0.6585365853658537
Audi,A4,2004.0,Cabriolet,200000.0,1800.0,Petrol,1,6500.0,0.5853658536585366
Toyota,Auris,2013.0,Hatchback,133000.0,1798.0,Hybrid,1,10000.0,0.8048780487804879
Volkswagen,Jetta,2013.0,Sedan,131000.0,1400.0,Hybrid,1,8500.0,0.8048780487804879
Opel,Astra,2006.0,Universal,368000.0,1300.0,Diesel,0,3650.0,0.6341463414634146
Mercedes,Other,2000.0,Sedan,258.0,1700.0,Diesel,1,2900.0,0.4878048780487805
Skoda,Fabia,2011.0,Universal,160000.0,1200.0,Diesel,0,4999.0,0.7560975609756098
Skoda,Octavia,2010.0,Universal,1.0,1400.0,Petrol,0,5350.0,0.7317073170731707
Mercedes,E Class,2016.0,Sedan,161024.0,2200.0,Diesel,1,26950.0,0.8780487804878049
Honda,Civic,2006.0,Hatchback,195000.0,1400.0,Petrol,0,5400.0,0.6341463414634146
Ford,Fusion,2015.0,Sedan,124000.0,2000.0,Plug-in Hybrid,1,11499.0,0.8536585365853658
Ford,Fusion,2003.0,Hatchback,330000.0,1400.0,Diesel,1,4100.0,0.5609756097560976
Dacia,Logan,2005.0,Sedan,21548.0,1400.0,Metan/Propan,0,2200.0,0.6097560975609756
Volkswagen,Golf,2004.0,Hatchback,200000.0,1399.0,Petrol,0,4200.0,0.5853658536585366
Mercedes,Other,2014.0,Crossover,131000.0,2200.0,Diesel,1,19900.0,0.8292682926829268
Renault,Scenic,2002.0,Microvan,100.0,1600.0,Metan/Propan,0,1000.0,0.5365853658536586
Toyota,Other,1998.0,Sedan,268000.0,1800.0,Petrol,0,2650.0,0.43902439024390244
Honda,CR-V,2014.0,Crossover,128200.0,2200.0,Diesel,1,17999.0,0.8292682926829268
Volvo,XC90,2006.0,SUV,162000.0,2900.0,Metan/Propan,1,8490.0,0.6341463414634146
Toyota,Camry,2015.0,Sedan,73179.0,2500.0,Petrol,1,14000.0,0.8536585365853658
Audi,A4,2012.0,Sedan,88000.0,3000.0,Petrol,1,14800.0,0.7804878048780488
Hyundai,Other,2014.0,Crossover,150300.0,2000.0,Petrol,1,13200.0,0.8292682926829268
Mercedes,E Class,1996.0,Sedan,460000.0,2200.0,Diesel,0,1300.0,0.3902439024390244
Renault,Kadjar,2015.0,Crossover,139000.0,1461.0,Diesel,1,12800.0,0.8536585365853658
Opel,Astra,2006.0,Hatchback,360000.0,1300.0,Diesel,0,2999.0,0.6341463414634146
Volkswagen,Transporter,2010.0,Minivan,203000.0,2000.0,Diesel,0,8250.0,0.7317073170731707
Volkswagen,Caddy,2008.0,Minivan,270.0,2000.0,Diesel,0,6700.0,0.6829268292682927
Honda,Accord,1996.0,Sedan,325000.0,1997.0,Petrol,0,2200.0,0.3902439024390244
Skoda,Superb,2014.0,Sedan,202300.0,1598.0,Diesel,1,13199.0,0.8292682926829268
Lexus,Other,2005.0,Sedan,230000.0,4300.0,Petrol,1,10000.0,0.6097560975609756
Renault,Megane,2012.0,Universal,162200.0,1461.0,Diesel,0,5899.0,0.7804878048780488
Skoda,Octavia,2018.0,Universal,146600.0,1600.0,Diesel,1,12700.0,0.926829268292683
Opel,Astra,2010.0,Hatchback,97000.0,1598.0,Petrol,1,7700.0,0.7317073170731707
Toyota,Auris,2014.0,Universal,191000.0,1800.0,Metan/Propan,1,9700.0,0.8292682926829268
Toyota,Camry,2018.0,Sedan,60000.0,2500.0,Metan/Propan,1,20000.0,0.926829268292683
Renault,Grand Scenic,2013.0,Universal,190000.0,1500.0,Diesel,0,8500.0,0.8048780487804879
Renault,Kadjar,2015.0,SUV,184000.0,1500.0,Diesel,1,10999.0,0.8536585365853658
Volvo,XC90,2006.0,SUV,294000.0,2400.0,Diesel,1,8500.0,0.6341463414634146
Volkswagen,Golf,2010.0,Hatchback,164000.0,1400.0,Petrol,1,7650.0,0.7317073170731707
Lexus,Other,2011.0,Hatchback,122841.0,1800.0,Hybrid,1,11600.0,0.7560975609756098
Mazda,Other,2008.0,Hatchback,172000.0,1399.0,Diesel,0,4999.0,0.6829268292682927
BMW,X5,2017.0,Crossover,100000.0,2000.0,Hybrid,1,37000.0,0.9024390243902439
Skoda,Octavia,2009.0,Universal,235000.0,1400.0,Petrol,1,6200.0,0.7073170731707317
Fiat,Other,2012.0,Combi,256000.0,1300.0,Diesel,0,4490.0,0.7804878048780488
Audi,Other,2004.0,Sedan,314000.0,3000.0,Diesel,1,5650.0,0.5853658536585366
Mercedes,Other,2014.0,Microvan,194000.0,1991.0,Metan/Propan,1,10000.0,0.8292682926829268
Dacia,Duster,2012.0,Crossover,67000.0,1500.0,Diesel,0,7200.0,0.7804878048780488
Mercedes,E Class,2002.0,Sedan,11111.0,3200.0,Diesel,1,5200.0,0.5365853658536586
Peugeot,Other,2011.0,Hatchback,160.0,1600.0,Petrol,1,5300.0,0.7560975609756098
Skoda,Superb,2016.0,Sedan,180000.0,2000.0,Diesel,1,17450.0,0.8780487804878049
Renault,Grand Scenic,2017.0,Minivan,135000.0,1462.0,Diesel,1,15850.0,0.9024390243902439
Other,Other,2015.0,Hatchback,84000.0,1600.0,Petrol,1,10900.0,0.8536585365853658
Toyota,Other,2002.0,Minivan,280000.0,2000.0,Diesel,0,3150.0,0.5365853658536586
Land Rover,Other,2001.0,SUV,230000.0,1900.0,Metan/Propan,0,3500.0,0.5121951219512195
Opel,Astra,2011.0,Universal,200123.0,2000.0,Diesel,0,8200.0,0.7560975609756098
Volkswagen,Polo,2000.0,Hatchback,264000.0,1400.0,Petrol,0,2500.0,0.4878048780487805
Audi,A6,2018.0,Universal,101000.0,2000.0,Diesel,1,26000.0,0.926829268292683
Vaz,Altele,2008.0,Universal,92424.0,1600.0,Metan/Propan,0,3399.0,0.6829268292682927
Mercedes,Other,2007.0,SUV,230000.0,2999.0,Diesel,1,19500.0,0.6585365853658537
Hyundai,Other,2013.0,Hatchback,122000.0,1385.0,Petrol,0,4800.0,0.8048780487804879
Skoda,Octavia,2007.0,Hatchback,335165.0,1986.0,Diesel,1,6750.0,0.6585365853658537
Renault,Grand Scenic,2017.0,Minivan,175000.0,1462.0,Diesel,1,16000.0,0.9024390243902439
Mercedes,Vito,2010.0,Minivan,220000.0,2200.0,Diesel,0,7500.0,0.7317073170731707
Audi,A6,2009.0,Universal,148000.0,2995.0,Petrol,1,13000.0,0.7073170731707317
Dacia,Logan,2011.0,Sedan,230000.0,1200.0,Metan/Propan,0,2800.0,0.7560975609756098
Toyota,Other,2011.0,Sedan,192000.0,1400.0,Diesel,0,6800.0,0.7560975609756098
Volkswagen,Other,2005.0,Sedan,257000.0,3000.0,Diesel,1,9000.0,0.6097560975609756
Toyota,Other,2007.0,Hatchback,72000.0,1000.0,Petrol,1,4400.0,0.6585365853658537
Renault,Scenic,2012.0,Microvan,240000.0,1500.0,Diesel,0,6800.0,0.7804878048780488
Toyota,Other,2006.0,SUV,205000.0,2700.0,Metan/Propan,1,14800.0,0.6341463414634146
Skoda,Superb,2017.0,Sedan,176000.0,2000.0,Diesel,1,19450.0,0.9024390243902439
Opel,Corsa,2006.0,Hatchback,164274.0,1300.0,Diesel,0,2999.0,0.6341463414634146
Volkswagen,Tiguan,2008.0,SUV,179000.0,1400.0,Petrol,0,7200.0,0.6829268292682927
Other,Other,2021.0,Crossover,0.0,1589.0,Petrol,1,14500.0,1.0
BMW,7 Series,2016.0,Sedan,125000.0,2993.0,Diesel,1,52500.0,0.8780487804878049
Other,Other,2001.0,Sedan,278000.0,2000.0,Diesel,0,2650.0,0.5121951219512195
Fiat,Other,2004.0,Universal,200000.0,1600.0,Metan/Propan,0,3000.0,0.5853658536585366
Dacia,Duster,2011.0,Crossover,202176.0,1500.0,Diesel,0,6900.0,0.7560975609756098
Skoda,Superb,2009.0,Sedan,265000.0,1800.0,Petrol,0,5950.0,0.7073170731707317
Volkswagen,Passat,2011.0,Universal,244000.0,1600.0,Diesel,0,9600.0,0.7560975609756098
Skoda,Other,2016.0,Sedan,188000.0,1422.0,Diesel,0,7750.0,0.8780487804878049
Nissan,Other,2011.0,Microvan,207000.0,1500.0,Diesel,0,7800.0,0.7560975609756098
Ford,Fusion,2018.0,Sedan,33339.0,2000.0,Plug-in Hybrid,1,20800.0,0.926829268292683
Ford,Focus,2017.0,Universal,160000.0,1500.0,Diesel,0,7200.0,0.9024390243902439
Mercedes,E Class,2008.0,Sedan,230000.0,1800.0,Metan/Propan,1,7700.0,0.6829268292682927
Mercedes,E Class,2000.0,Sedan,303000.0,2000.0,Metan/Propan,1,3800.0,0.4878048780487805
Dacia,Sandero,2012.0,Hatchback,111896.0,1200.0,Petrol,0,3499.0,0.7804878048780488
Toyota,Prius,2012.0,Universal,165000.0,1800.0,Hybrid,1,9200.0,0.7804878048780488
Toyota,Auris,2015.0,Universal,169265.0,1800.0,Hybrid,1,12650.0,0.8536585365853658
Hyundai,Other,2007.0,Hatchback,172316.0,1400.0,Petrol,0,2800.0,0.6585365853658537
Volvo,Other,2016.0,Hatchback,184500.0,1500.0,Petrol,1,15499.0,0.8780487804878049
Mercedes,M Class,2013.0,Crossover,122000.0,3500.0,Diesel,1,34000.0,0.8048780487804879
Mercedes,C Class,2017.0,Sedan,127000.0,2000.0,Petrol,1,21990.0,0.9024390243902439
BMW,3 Series,2007.0,Sedan,193000.0,1988.0,Petrol,1,7600.0,0.6585365853658537
Audi,A4,1996.0,Sedan,256000.0,1800.0,Petrol,0,2300.0,0.3902439024390244
Volvo,Other,2013.0,Universal,162000.0,2400.0,Plug-in Hybrid,1,15000.0,0.8048780487804879
Volkswagen,Golf,2019.0,Hatchback,26000.0,1400.0,Petrol,1,12990.0,0.9512195121951219
Toyota,Avensis,2007.0,Combi,220000.0,1600.0,Petrol,0,6500.0,0.6585365853658537
Hyundai,Other,2012.0,SUV,199000.0,2000.0,Diesel,0,11800.0,0.7804878048780488
Skoda,Octavia,2014.0,Sedan,216000.0,1600.0,Diesel,1,10700.0,0.8292682926829268
Volkswagen,Jetta,2013.0,Sedan,188000.0,1400.0,Hybrid,1,8800.0,0.8048780487804879
Skoda,Fabia,2012.0,Universal,212700.0,1200.0,Diesel,0,5450.0,0.7804878048780488
Opel,Astra,2005.0,Universal,270000.0,1800.0,Petrol,0,3500.0,0.6097560975609756
Volkswagen,Other,2013.0,Sedan,60000.0,2000.0,Petrol,1,12700.0,0.8048780487804879
Lexus,RX Series,2005.0,SUV,178000.0,2989.0,Metan/Propan,1,9800.0,0.6097560975609756
Chevrolet,Other,2011.0,Crossover,90000.0,2200.0,Diesel,1,13300.0,0.7560975609756098
Toyota,Avensis,2014.0,Sedan,143000.0,2000.0,Diesel,0,11700.0,0.8292682926829268
Mercedes,Other,2017.0,SUV,47000.0,3000.0,Petrol,1,54000.0,0.9024390243902439
Mercedes,E Class,2008.0,Sedan,230000.0,1800.0,Metan/Propan,1,7800.0,0.6829268292682927
Other,Other,2007.0,Sedan,194777.0,2000.0,Petrol,1,5000.0,0.6585365853658537
Skoda,Octavia,2008.0,Universal,200000.0,1900.0,Diesel,0,5000.0,0.6829268292682927
Toyota,Other,2016.0,Hatchback,144000.0,1800.0,Hybrid,1,12300.0,0.8780487804878049
Volvo,Altele,1995.0,Hatchback,5000.0,2400.0,Diesel,0,1700.0,0.36585365853658536
Mercedes,E Class,2002.0,Sedan,256000.0,2700.0,Diesel,1,5500.0,0.5365853658536586
BMW,X5,2005.0,SUV,193000.0,3000.0,Diesel,1,11850.0,0.6097560975609756
Opel,Astra,2006.0,Hatchback,250000.0,1300.0,Diesel,0,4500.0,0.6341463414634146
Volkswagen,Jetta,2015.0,Sedan,173000.0,1400.0,Petrol,1,8600.0,0.8536585365853658
BMW,X5,2015.0,SUV,185000.0,2999.0,Diesel,1,34000.0,0.8536585365853658
Toyota,Other,2006.0,SUV,220000.0,2700.0,Metan/Propan,1,13500.0,0.6341463414634146
Nissan,Other,2018.0,Hatchback,95000.0,900.0,Petrol,0,10500.0,0.926829268292683
Hyundai,Santa FE,2011.0,Crossover,169000.0,2200.0,Diesel,1,13990.0,0.7560975609756098
BMW,5 Series,2012.0,Sedan,200000.0,2000.0,Petrol,1,11500.0,0.7804878048780488
KIA,Other,2014.0,Sedan,60000.0,2000.0,Metan/Propan,1,9900.0,0.8292682926829268
Volkswagen,Caddy,2009.0,Minivan,276555.0,1595.0,Petrol,0,9500.0,0.7073170731707317
Opel,Astra,2005.0,Universal,227000.0,1600.0,Metan/Propan,0,4650.0,0.6097560975609756
Mitsubishi,Other,2003.0,Crossover,230000.0,1800.0,Metan/Propan,1,4900.0,0.5609756097560976
Volkswagen,Golf,1993.0,Hatchback,100.0,1800.0,Petrol,0,1600.0,0.3170731707317073
KIA,Other,2010.0,Universal,150000.0,1400.0,Petrol,0,6000.0,0.7317073170731707
Renault,Grand Scenic,2004.0,Universal,139000.0,1500.0,Diesel,0,3700.0,0.5853658536585366
Mercedes,C Class,2012.0,Sedan,206000.0,2200.0,Diesel,0,14399.0,0.7804878048780488
Hyundai,Other,1999.0,Minivan,1.0,2500.0,Diesel,0,2900.0,0.4634146341463415
Mercedes,M Class,2013.0,SUV,77000.0,2500.0,Diesel,1,27900.0,0.8048780487804879
Renault,Megane,2014.0,Universal,139200.0,1490.0,Diesel,1,7200.0,0.8292682926829268
Mercedes,Other,2017.0,Sedan,40000.0,2000.0,Petrol,1,16999.0,0.9024390243902439
Nissan,Qashqai,2016.0,Crossover,185000.0,1500.0,Diesel,0,13000.0,0.8780487804878049
Volkswagen,Golf,2015.0,Hatchback,157000.0,1400.0,Plug-in Hybrid,1,13500.0,0.8536585365853658
Audi,A4,2011.0,Universal,1234.0,2000.0,Petrol,1,9500.0,0.7560975609756098
Renault,Other,2013.0,SUV,145000.0,1200.0,Petrol,1,8800.0,0.8048780487804879
Toyota,Auris,2013.0,Universal,177800.0,1400.0,Diesel,0,8500.0,0.8048780487804879
Peugeot,Other,2006.0,Minivan,247000.0,2200.0,Diesel,0,2200.0,0.6341463414634146
BMW,7 Series,2013.0,Sedan,165000.0,3000.0,Diesel,1,26800.0,0.8048780487804879
Toyota,Other,2017.0,Sedan,95000.0,1800.0,Plug-in Hybrid,1,17999.0,0.9024390243902439
Subaru,Other,2000.0,Sedan,222530.0,1600.0,Petrol,0,3800.0,0.4878048780487805
Volkswagen,Passat,2005.0,Sedan,270000.0,2000.0,Petrol,0,5700.0,0.6097560975609756
Ford,Focus,2012.0,Universal,167000.0,1000.0,Petrol,0,4999.0,0.7804878048780488
Mercedes,C Class,1995.0,Sedan,345000.0,1800.0,Metan/Propan,1,2200.0,0.36585365853658536
Volkswagen,Polo,2014.0,Hatchback,212600.0,1400.0,Diesel,0,6850.0,0.8292682926829268
Nissan,Qashqai,2013.0,Crossover,140000.0,1500.0,Diesel,0,8500.0,0.8048780487804879
Opel,Other,2015.0,Hatchback,220000.0,2000.0,Petrol,1,9990.0,0.8536585365853658
Mercedes,Vito,2012.0,Microvan,237000.0,2200.0,Diesel,0,10490.0,0.7804878048780488
Renault,Other,2016.0,Universal,153000.0,1500.0,Diesel,1,9200.0,0.8780487804878049
Other,Other,2004.0,Coupe,320000.0,1400.0,Diesel,0,3800.0,0.5853658536585366
Opel,Other,2012.0,Minivan,188000.0,2000.0,Diesel,0,4500.0,0.7804878048780488
Dacia,Sandero,2015.0,Hatchback,215000.0,1500.0,Diesel,0,4850.0,0.8536585365853658
Ford,Other,2006.0,Minivan,218400.0,2000.0,Diesel,0,7000.0,0.6341463414634146
Renault,Megane,2005.0,Universal,256983.0,1500.0,Diesel,0,3150.0,0.6097560975609756
Volkswagen,Other,2011.0,SUV,213548.0,2000.0,Diesel,0,17250.0,0.7560975609756098
Hyundai,Tucson,2017.0,SUV,130212.0,2000.0,Diesel,1,17499.0,0.9024390243902439
Dacia,Duster,2014.0,Crossover,148000.0,1500.0,Diesel,0,7900.0,0.8292682926829268
Dacia,Other,2013.0,Minivan,180000.0,1500.0,Diesel,0,3000.0,0.8048780487804879
BMW,X5,2014.0,Crossover,107000.0,2998.0,Diesel,1,37900.0,0.8292682926829268
Suzuki,Other,2017.0,Crossover,30100.0,1400.0,Petrol,1,15500.0,0.9024390243902439
Lexus,Other,2012.0,Hatchback,230000.0,1800.0,Petrol,1,10299.0,0.7804878048780488
Volkswagen,Passat,2004.0,Sedan,1.0,1900.0,Diesel,0,4350.0,0.5853658536585366
Ford,Other,2001.0,Minivan,280000.0,1900.0,Diesel,0,1900.0,0.5121951219512195
Mitsubishi,Other,2007.0,Universal,229000.0,2400.0,Metan/Propan,0,5600.0,0.6585365853658537
Volkswagen,Polo,2010.0,Hatchback,74000.0,1400.0,Petrol,1,6500.0,0.7317073170731707
Skoda,Fabia,2007.0,Universal,170000.0,1200.0,Petrol,0,3450.0,0.6585365853658537
Audi,Other,1994.0,Sedan,266000.0,2000.0,Petrol,0,1700.0,0.34146341463414637
Volkswagen,Passat,2016.0,Sedan,1360.0,1800.0,Petrol,1,11000.0,0.8780487804878049
Mercedes,E Class,2000.0,Sedan,222.0,2200.0,Diesel,1,1500.0,0.4878048780487805
Volkswagen,Golf,2019.0,Hatchback,4000.0,1399.0,Petrol,1,15000.0,0.9512195121951219
Volkswagen,Touran,2005.0,Microvan,400000.0,1900.0,Diesel,0,4500.0,0.6097560975609756
Renault,Megane,2012.0,Hatchback,1.0,1500.0,Diesel,1,6999.0,0.7804878048780488
BMW,5 Series,2018.0,Sedan,28942.0,2000.0,Petrol,1,27999.0,0.926829268292683
BMW,X5,2016.0,Crossover,162000.0,2000.0,Plug-in Hybrid,1,29999.0,0.8780487804878049
Ford,Other,2015.0,Pickup,112000.0,4950.0,Petrol,1,24500.0,0.8536585365853658
Mercedes,Other,2016.0,SUV,95000.0,1991.0,Petrol,1,37000.0,0.8780487804878049
Volkswagen,Golf,2005.0,Universal,278000.0,1400.0,Petrol,0,2850.0,0.6097560975609756
BMW,3 Series,1994.0,Sedan,550000.0,1800.0,Petrol,0,3000.0,0.34146341463414637
Dacia,Sandero,2010.0,Universal,173000.0,1200.0,Petrol,0,3200.0,0.7317073170731707
Volkswagen,Transporter,2002.0,Minivan,270000.0,2500.0,Diesel,0,3990.0,0.5365853658536586
Toyota,Auris,2010.0,Hatchback,190000.0,1800.0,Hybrid,1,8500.0,0.7317073170731707
Volkswagen,Tiguan,2019.0,Sedan,33000.0,2000.0,Petrol,1,18900.0,0.9512195121951219
Other,Other,2015.0,Sedan,88000.0,2000.0,Petrol,1,16950.0,0.8536585365853658
Peugeot,Other,2013.0,Minivan,174600.0,1400.0,Petrol,0,5650.0,0.8048780487804879
KIA,Other,2008.0,Hatchback,130000.0,1200.0,Petrol,1,4700.0,0.6829268292682927
Volkswagen,Polo,1996.0,Sedan,250000.0,1400.0,Petrol,0,1299.0,0.3902439024390244
Renault,Other,2008.0,Hatchback,180000.0,1500.0,Diesel,0,4900.0,0.6829268292682927
Dacia,Logan Mcv,2009.0,Microvan,264714.0,1400.0,Metan/Propan,0,3700.0,0.7073170731707317
Ford,Fusion,2015.0,Sedan,125000.0,2000.0,Petrol,1,12499.0,0.8536585365853658
Skoda,Other,2015.0,Sedan,196231.0,1400.0,Diesel,0,7650.0,0.8536585365853658
Dacia,Logan,2005.0,Sedan,125488.0,1400.0,Metan/Propan,0,2200.0,0.6097560975609756
Skoda,Superb,2018.0,Sedan,72000.0,2000.0,Petrol,1,26500.0,0.926829268292683
Renault,Megane,2011.0,Universal,242337.0,1500.0,Diesel,0,5650.0,0.7560975609756098
Nissan,Qashqai,2015.0,SUV,0.0,1200.0,Petrol,0,9700.0,0.8536585365853658
Opel,Astra,2017.0,Universal,0.0,1300.0,Diesel,0,8800.0,0.9024390243902439
Other,Other,2002.0,Sedan,296852.0,1600.0,Metan/Propan,0,2500.0,0.5365853658536586
Opel,Other,2015.0,Sedan,76500.0,1600.0,Petrol,1,12999.0,0.8536585365853658
Toyota,Other,2007.0,Minivan,169000.0,2200.0,Diesel,0,4300.0,0.6585365853658537
Mitsubishi,Outlander,2018.0,Crossover,111500.0,2000.0,Plug-in Hybrid,1,19900.0,0.926829268292683
Skoda,Octavia,2005.0,Universal,180000.0,2000.0,Petrol,0,5300.0,0.6097560975609756
Volvo,Other,2010.0,Sedan,178000.0,1999.0,Petrol,1,9490.0,0.7317073170731707
Audi,A4,2010.0,Sedan,0.0,2000.0,Diesel,0,7200.0,0.7317073170731707
Toyota,Rav 4,2011.0,SUV,0.0,2000.0,Petrol,1,9300.0,0.7560975609756098
Renault,Grand Scenic,2016.0,Minivan,170000.0,1500.0,Diesel,1,10500.0,0.8780487804878049
Mercedes,Other,2001.0,Hatchback,287141.0,1400.0,Petrol,0,2099.0,0.5121951219512195
Honda,CR-V,2010.0,SUV,0.0,2000.0,Petrol,1,7100.0,0.7317073170731707
Mercedes,E Class,2014.0,Sedan,406000.0,2000.0,Metan/Propan,1,15300.0,0.8292682926829268
BMW,5 Series,2018.0,Sedan,0.0,2000.0,Diesel,1,25500.0,0.926829268292683
Mercedes,Other,2013.0,Crossover,182000.0,2200.0,Diesel,1,16999.0,0.8048780487804879
Lexus,Other,2011.0,Hatchback,167000.0,1800.0,Hybrid,1,10250.0,0.7560975609756098
Opel,Astra,2015.0,Universal,162000.0,1400.0,Petrol,0,7200.0,0.8536585365853658
Mercedes,E Class,2002.0,Sedan,257000.0,2200.0,Diesel,1,4700.0,0.5365853658536586
Renault,Megane,2016.0,Universal,83872.0,1500.0,Diesel,1,7950.0,0.8780487804878049
Volkswagen,Caddy,2011.0,Minivan,181000.0,1600.0,Diesel,0,10800.0,0.7560975609756098
Porsche,Cayenne,2005.0,SUV,260000.0,4500.0,Petrol,1,7600.0,0.6097560975609756
Mercedes,Other,2010.0,Hatchback,178000.0,1500.0,Petrol,0,5400.0,0.7317073170731707
Peugeot,Other,2006.0,Sedan,111111.0,2000.0,Petrol,0,3100.0,0.6341463414634146
Ford,Focus,2016.0,Universal,190000.0,1500.0,Diesel,0,7500.0,0.8780487804878049
Volvo,Other,2011.0,Sedan,182431.0,1596.0,Petrol,1,10500.0,0.7560975609756098
Mercedes,C Class,2009.0,Sedan,160000.0,1600.0,Metan/Propan,1,7900.0,0.7073170731707317
Toyota,Auris,2012.0,Hatchback,0.0,1400.0,Diesel,0,6200.0,0.7804878048780488
Lexus,Other,2012.0,Sedan,79118.0,2400.0,Hybrid,1,16100.0,0.7804878048780488
Audi,Other,2010.0,Coupe,178545.0,2000.0,Petrol,0,9799.0,0.7317073170731707
BMW,3 Series,2018.0,Sedan,45000.0,2000.0,Plug-in Hybrid,1,19500.0,0.926829268292683
Renault,Kadjar,2016.0,Crossover,136000.0,1500.0,Diesel,1,12500.0,0.8780487804878049
Skoda,Superb,2015.0,Universal,195000.0,2000.0,Diesel,1,15300.0,0.8536585365853658
Skoda,Superb,2014.0,Sedan,181000.0,2000.0,Diesel,1,14800.0,0.8292682926829268
Toyota,Avensis,2013.0,Sedan,72000.0,1987.0,Petrol,1,14000.0,0.8048780487804879
Mercedes,Vito,2008.0,Microvan,266000.0,2200.0,Diesel,0,8490.0,0.6829268292682927
Chevrolet,Other,2005.0,Hatchback,224000.0,1600.0,Petrol,0,2550.0,0.6097560975609756
Volkswagen,Other,2001.0,Sedan,290000.0,1600.0,Petrol,0,2990.0,0.5121951219512195
Honda,CR-V,2014.0,Crossover,169200.0,2200.0,Diesel,0,17250.0,0.8292682926829268
Hyundai,Santa FE,2006.0,Crossover,278000.0,2200.0,Diesel,0,7850.0,0.6341463414634146
Skoda,Fabia,2011.0,Universal,162000.0,1200.0,Diesel,0,4950.0,0.7560975609756098
Honda,Civic,2008.0,Sedan,170000.0,1330.0,Hybrid,1,5750.0,0.6829268292682927
Mercedes,Other,2000.0,Hatchback,230000.0,1600.0,Petrol,1,2199.0,0.4878048780487805
BMW,3 Series,2006.0,Sedan,210000.0,3000.0,Diesel,0,2500.0,0.6341463414634146
Opel,Astra,2012.0,Universal,189000.0,1300.0,Diesel,0,6000.0,0.7804878048780488
Toyota,Auris,2015.0,Universal,104000.0,1800.0,Hybrid,1,10000.0,0.8536585365853658
Toyota,Prius,2008.0,Hatchback,259000.0,1500.0,Hybrid,1,6000.0,0.6829268292682927
Mazda,Other,2001.0,Hatchback,270000.0,1800.0,Petrol,0,2700.0,0.5121951219512195
Skoda,Other,2017.0,Universal,92500.0,1400.0,Diesel,0,7700.0,0.9024390243902439
Opel,Zafira,2006.0,Minivan,186713.0,1800.0,Petrol,0,5200.0,0.6341463414634146
Opel,Zafira,2006.0,Minivan,60000.0,1800.0,Metan/Propan,1,4900.0,0.6341463414634146
BMW,3 Series,2008.0,Sedan,212000.0,2000.0,Petrol,0,6690.0,0.6829268292682927
Hyundai,Other,2007.0,Hatchback,175000.0,1500.0,Diesel,0,3900.0,0.6585365853658537
Skoda,Superb,2015.0,Sedan,196000.0,2000.0,Diesel,1,15690.0,0.8536585365853658
Dacia,Other,2012.0,Universal,179000.0,1500.0,Diesel,0,6900.0,0.7804878048780488
Volkswagen,Passat,2012.0,Sedan,183000.0,1400.0,Metan/Propan,1,10200.0,0.7804878048780488
BMW,5 Series,2006.0,Sedan,243000.0,2500.0,Petrol,1,7990.0,0.6341463414634146
